Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile	Ribohits.summed	Ribohits.summed.length	ISD.p1.iupred2	ISD.p2.iupred2	Length.p1	Length.p2	RSA.p1	RSA.p2	Disprop.p1	Disprop.p2	ISD.p2.grafted	tai.4.log
YKR027W	1	31.3	0.0118	0.1060525	0.2593675	0.0990202614379085	0.2302	0.0017	6	21	2	0.2316	0.198	80	0	2	0.0253164556962025	0.2328	0.0119	1	20	0.342	0.20795	0.285	0.26	0.0477725	-1.28326177462566
YKR029C	0	13.1	NA	NA	NA	0.428644873501997	0.3228	0.033	NA	18	11	NA	NA	106	1	0	0	0.3678	0.1389	10	17	0.2422	0.253941176470588	0.3541	0.323058823529412	0.073835	NA
YKR030W	1	1.34	0.0071	0.30555	0.5269125	0.102994505494505	0.0018	0.0092	13	3	32	0.351833333333333	0.268333333333333	117	0	36	0.310344827586207	0.0014	0.0056	31	2	0.236	0.31	0.294677419354839	0.499	0.416115	-0.582750035098229
YKR035W-A	0	106	0.1027	0.0928525	0.25558	0.456297058823529	0.4589	0.0422	23	NA	5	0.311090909090909	0.217772727272727	129	1	0	0	0.397	NA	4	NA	0.3075	NA	0.4425	NA	NA	-1.03345236145189
YKR036C	1	9.64	0.0076	0.02225	0.1162075	0.282095023328149	0.1714	0.0571	31	33	8	0.2672	0.213966666666667	118	0	5	0.0427350427350427	0.1163	0.0168	7	32	0.334571428571429	0.2385625	0.423	0.313875	0.043225	-0.752219962205518
YKR037C	1	6.88	0.7323	0.648835	0.794815	0.310876271186441	0.3387	0.2522	8	32	25	0.672857142857143	0.316285714285714	165	0	8	0.0487804878048781	0.0524	0.0349	24	31	0.2355	0.225806451612903	0.31775	0.329064516129032	0.0521475	-1.05378070042064
YKR038C	0	65.6	0.0202	0.120605	0.284505	0.192240414507772	0.1813	0.0067	8	NA	7	0.315857142857143	0.217142857142857	108	1	0	0	0.044	NA	6	NA	0.235	NA	0.2725	NA	NA	-1.39863500952012
YKR039W	0	46.8	NA	NA	NA	0.101464617940199	0.0067	0.0328	1	13	35	NA	NA	106	0	0	0	0.0301	0.0379	34	12	0.281058823529412	0.27775	0.329852941176471	0.34	0.2784525	NA
YKR042W	1	804	0.0168	0.18087	0.3604675	0.326460273972603	0.0769	0.0032	5	28	10	0.421	0.208	235	0	136	0.581196581196581	0.0116	0.0044	9	27	0.251888888888889	0.207518518518519	0.367222222222222	0.273814814814815	0.0171	-1.19447795018737
YKR043C	1	291	0.2779	0.2828975	0.5041025	0.294764944649447	0.7004	0.0518	13	33	16	0.374416666666667	0.276416666666667	152	0	56	0.370860927152318	0.2302	0.0932	15	32	0.3032	0.23834375	0.4596	0.2985	0.0877175	-1.30178876766409
YKR044W	1	5.31	0.2104	0.2979275	0.524575	0.216342889390519	0.3042	0.2497	16	13	4	0.2514	0.234066666666667	69	0	3	0.0441176470588235	0.1079	0.2089	3	12	0.207	0.254166666666667	0.417666666666667	0.30975	0.31639	-1.20501180451664
YKR046C	1	102	NA	NA	NA	0.310365371024735	0.7764	0.0124	1	33	7	NA	NA	163	0	46	0.283950617283951	0.4582	0.0255	6	32	0.236333333333333	0.19440625	0.340833333333333	0.27603125	0.01554	NA
YKR048C	1	254	0.7861	0.48911	0.68601	0.455109112709832	0.8972	0.1429	10	25	36	0.561	0.307666666666667	131	0	21	0.161538461538462	0.1696	0.0799	35	24	0.224857142857143	0.193291666666667	0.276828571428571	0.247833333333333	0.02481	-0.740647107685545
YKR049C	0	21.2	0.0174	0.0562425	0.1926025	0.24628045112782	0.2834	0.0116	14	NA	8	0.219615384615385	0.202153846153846	62	1	0	0	0.0584	NA	7	NA	0.228857142857143	NA	0.313857142857143	NA	NA	-1.10615811145298
YKR050W	0	1.09	0.3231	0.41984	0.6233675	0.2586272215973	0.1791	0.1271	10	NA	NA	0.515	0.268555555555556	74	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.599919772354034
YKR052C	1	21.2	0.014	0.06545	0.218185	0.128133881578947	0.0347	0.0581	15	12	48	0.335214285714286	0.226214285714286	367	0	6	0.0163934426229508	0.0332	0.0058	47	11	0.239829787234043	0.202181818181818	0.387829787234043	0.309090909090909	0.034035	-1.44737817810699
YKR053C	0	1.25	NA	NA	NA	0.0757757425742574	0.0055	0.0064	NA	18	8	NA	NA	68	1	0	0	0.0057	0.0064	7	17	0.191714285714286	0.224294117647059	0.252571428571429	0.328411764705882	0.0677275	NA
YKR055W	1	4.53	0.2164	0.3779175	0.570555	0.309906872852234	0.2548	0.021	2	42	19	0.781	0.411	303	0	41	0.135761589403974	0.3464	0.0454	18	41	0.282	0.243634146341463	0.378333333333333	0.345560975609756	0.04586	NA
YKR057W	1	738	0.0845	0.1252925	0.3140325	0.34108275862069	0.2193	0.017	20	19	10	0.371157894736842	0.270526315789474	179	0	647	3.63483146067416	0.4532	0.2889	9	18	0.365555555555556	0.309	0.547777777777778	0.393	0.313415	-1.02687303437255
YKR058W	0	1.57	0.3136	0.263285	0.48633	0.495933441558442	0.2914	0.146	15	NA	7	0.383428571428571	0.257071428571429	93	1	0	0	0.2933	NA	6	NA	0.2925	NA	0.4485	NA	NA	-1.16928956531978
YKR059W	1	1302	0.0748	0.1542	0.3562	0.197104303797468	0.2237	0.0138	18	7	16	0.390176470588235	0.261529411764706	112	0	217	1.95495495495495	0.0748	0.4379	15	6	0.287133333333333	0.34	0.377733333333333	0.546333333333333	0.544055	-0.964044427302319
YKR060W	1	55.2	0.3704	0.37919	0.57135	0.220554379562044	0.4365	0.0814	2	16	12	0.285	0.342	66	0	6	0.0923076923076923	0.0857	0.2136	11	15	0.268545454545455	0.274733333333333	0.407909090909091	0.371333333333333	0.273385	NA
YKR061W	1	1.14	0.0445	0.1293925	0.32137	0.102474117647059	0.0731	0.0618	17	10	15	0.3728125	0.274875	71	0	1	0.0142857142857143	0.155	0.0265	14	9	0.262642857142857	0.233555555555556	0.415	0.294555555555556	0.13047	-1.13702837564573
YKR062W	1	21.8	0.1532	0.2021225	0.3956475	0.402151524390244	0.3765	0.0661	5	4	13	0.24025	0.218	122	0	5	0.0413223140495868	0.0343	0.1014	12	3	0.220666666666667	0.214666666666667	0.366916666666667	0.235333333333333	0.1826	-1.00784186995817
YKR063C	1	8.24	0.1332	0.1645975	0.3723025	0.219538446215139	0.3304	0.073	22	8	12	0.428190476190476	0.263333333333333	112	0	5	0.045045045045045	0.0675	0.0732	11	7	0.209272727272727	0.199857142857143	0.301545454545455	0.298714285714286	0.1042925	-0.978451705511478
YKR064W	0	3.77	0.0445	0.45103	0.6433375	0.147392931633835	0.0131	0.1055	4	NA	9	0.590666666666667	0.334333333333333	62	1	0	0	0.0504	NA	8	NA	0.329	NA	0.413	NA	NA	NA
YKR065C	1	51.3	0.0396	0.2463775	0.4386375	0.121422842639594	0.0722	0.104	4	18	2	0.247666666666667	0.210666666666667	135	0	30	0.223880597014925	0.0851	0.0083	1	17	0.366	0.213058823529412	0.407	0.313529411764706	0.04154	NA
YKR066C	0	121	0.0047	0.0117125	0.0713725	0.309572299168975	0.2154	0.0033	25	3	NA	0.219666666666667	0.188	91	1	0	0	NA	0.277	NA	2	NA	0.269	NA	0.348	0.407185	-0.762425460835582
YKR067W	1	50.2	0.5305	0.3141325	0.5444675	0.218693808882907	0.7026	0.555	17	4	7	0.40825	0.318	156	0	20	0.129032258064516	0.8398	0.8092	6	3	0.359666666666667	0.339	0.519833333333333	0.422	0.2908475	-0.968246206881414
YKR068C	1	37.3	0.0024	0.0056775	0.061915	0.10760518134715	0.1591	0.0014	19	4	10	0.194722222222222	0.167444444444444	105	0	10	0.0961538461538462	0.0593	0.2933	9	3	0.213666666666667	0.222666666666667	0.383222222222222	0.320333333333333	0.299635	-1.1036455274896
YKR069W	0	8.07	0.0132	0.1338425	0.3275625	0.224172512647555	0.0192	0.0132	12	4	NA	0.361272727272727	0.283727272727273	36	1	0	0	NA	0.0049	NA	3	NA	0.117	NA	0.06	0.1235025	-1.33691999003723
YKR071C	1	126	0.2182	0.20976	0.414385	0.342183333333333	0.44	0.0211	9	8	34	0.344625	0.25425	253	0	74	0.293650793650794	0.0496	0.4488	33	7	0.234515151515152	0.278428571428571	0.315757575757576	0.498428571428571	0.4421525	-1.25943422967458
YKR072C	1	60.7	0.6704	0.1317375	0.3054375	0.597995017793594	0.9689	0.3355	9	4	2	0.307	0.221375	99	0	7	0.0714285714285714	0.8765	0.8794	1	3	0.446	0.255666666666667	0.588	0.397666666666667	0.328655	-0.973947079135809
YKR074W	1	34.1	0.0553	0.071865	0.220795	0.234353548387097	0.2673	0.0065	12	10	36	0.268454545454546	0.217090909090909	125	0	46	0.370967741935484	0.0151	0.1065	35	9	0.2132	0.2	0.2962	0.227	0.0995675	-0.460015825370179
YKR076W	1	19.7	0.2025	0.2502125	0.4512	0.190774594594595	0.3117	0.0702	6	5	4	0.4112	0.2592	56	0	2	0.0363636363636364	0.336	0.3782	3	4	0.311666666666667	0.24825	0.356	0.34975	0.347295	-0.809284625200763
YKR077W	0	445	0.1699	0.1041525	0.273645	0.555237465564738	0.5057	0.0324	11	NA	7	0.2863	0.2158	85	1	0	0	0.1547	NA	6	NA	0.2235	NA	0.3385	NA	NA	-0.604970449183414
YKR078W	0	14	0.2789	0.199445	0.391105	0.242318632478632	0.2676	0.3663	4	7	NA	0.163666666666667	0.166	44	1	0	0	NA	0.2853	NA	6	NA	0.201666666666667	NA	0.211666666666667	0.171995	NA
YKR079C	1	60.9	0.4461	0.3443325	0.5497825	0.190672911694511	0.3714	0.0042	5	2	41	0.456	0.27125	145	0	16	0.111111111111111	0.0054	0.3392	40	1	0.20015	0.143	0.29245	0.263	0.26904	-1.06677154424588
YKR080W	1	219	0.2459	0.2758625	0.501295	0.1725121875	0.2515	0.1732	11	8	27	0.3051	0.2634	151	0	20	0.133333333333333	0.1828	0.0936	26	7	0.282230769230769	0.245571428571429	0.397461538461538	0.305571428571429	0.115625	-0.647892524306561
YKR081C	1	403	0.903	0.46469	0.6497375	0.337238081395349	0.7104	0.1268	3	12	21	0.7035	0.354	93	0	30	0.326086956521739	0.3477	0.1968	20	11	0.25915	0.202909090909091	0.33255	0.258727272727273	0.0601675	NA
YKR082W	0	59.7	0.2029	0.186135	0.3596225	0.151029818496111	0.3738	0.0587	3	17	NA	0.154	0.167	81	1	0	0	NA	0.0171	NA	16	NA	0.20825	NA	0.267625	0.0289225	NA
YKR083C	0	13.6	0.1162	0.075785	0.204845	0.555457894736842	0.5814	0.1106	42	29	9	0.340951219512195	0.245	133	0	0	0	0.6635	0.2762	8	28	0.3395	0.263357142857143	0.511875	0.375	0.1749175	-0.680299444092573
YKR084C	1	48.5	0.5306	0.528705	0.71075	0.303889198036007	0.2814	0.0405	6	3	16	0.497	0.3658	107	0	11	0.10377358490566	0.1198	0.4084	15	2	0.264933333333333	0.34	0.295	0.609	0.41959	-0.448082974664881
YKR085C	1	16.2	0.265	0.305395	0.5290725	0.394070769230769	0.2866	0.1008	15	4	11	0.292428571428571	0.2635	79	0	21	0.269230769230769	0.0161	0.0954	10	3	0.1956	0.228333333333333	0.2203	0.275	0.28728	-1.22114643480103
YKR086W	0	17.1	0.162	0.1847925	0.3789925	0.273327077497666	0.3936	0.0475	7	18	NA	0.2815	0.207333333333333	94	1	0	0	NA	0.0238	NA	17	NA	0.201117647058824	NA	0.267058823529412	0.0267275	-1.05236426603672
YKR087C	1	2.74	0.0085	0.0378675	0.1586075	0.139519420289855	0.066	0.0062	23	15	14	0.310818181818182	0.208863636363636	99	0	12	0.122448979591837	0.0335	0.1042	13	14	0.238769230769231	0.251785714285714	0.364	0.452857142857143	0.22573	-1.71046491172744
YKR088C	1	110	0.0042	0.03446	0.1493325	0.0923118694362018	0.1417	0.0034	17	11	10	0.2913125	0.205875	72	0	21	0.295774647887324	0.014	0.0041	9	10	0.230666666666667	0.2109	0.375777777777778	0.2273	0.06159	-1.04474593876667
YKR089C	0	9.57	NA	NA	NA	0.33388010989011	0.7762	0.0872	NA	NA	11	NA	NA	81	1	0	0	0.2387	NA	10	NA	0.245	NA	0.3014	NA	NA	NA
YKR090W	0	21.4	0.124	0.226315	0.4394575	0.545145325779037	0.3076	0.0314	14	9	NA	0.421307692307692	0.235692307692308	142	1	0	0	NA	0.0276	NA	8	NA	0.2045	NA	0.4195	0.155015	-0.836035174564247
YKR091W	1	1.36	0.1315	0.113265	0.287405	0.567338211382114	0.3569	0.1017	16	2	29	0.299533333333333	0.2306	129	0	8	0.0625	0.0353	0.5493	28	1	0.202821428571429	0.342	0.280142857142857	0.285	0.37919	-1.18427245155731
YKR092C	1	172	0.2501	0.1676175	0.37064	0.768429556650246	0.4286	0.3578	25	3	18	0.351541666666667	0.270958333333333	246	0	20	0.0816326530612245	0.3674	0.5017	17	2	0.263176470588235	0.4285	0.391941176470588	0.6845	0.4095375	-1.18260876484422
YKR093W	1	19.2	0.0641	0.19584	0.3782575	0.130908319467554	0.248	0.0046	3	15	5	0.1315	0.122	201	0	11	0.055	0.1136	0.0023	4	14	0.2435	0.179	0.39125	0.216571428571429	0.0092925	NA
YKR094C	1	638	0.0354	0.030945	0.136545	0.3471578125	0.5946	0.0249	30	36	54	0.281034482758621	0.219344827586207	187	0	1106	5.94623655913978	0.0248	0.065	53	35	0.219716981132075	0.233257142857143	0.274018867924528	0.352028571428571	0.0492475	-1.22353879755507
YKR095W-A	1	8.66	0.0863	0.2241825	0.4252825	0.251469318181818	0.1087	0.0415	7	3	2	0.348	0.235333333333333	122	0	1	0.00826446280991736	0.1476	0.237	1	2	0.446	0.342	0.588	0.285	0.44398	-1.01201717925485
YKR096W	1	4.19	0.0468	0.0545925	0.1886375	0.283535481171548	0.2226	0.0476	31	19	18	0.2748	0.203566666666667	111	0	24	0.218181818181818	0.273	0.332	17	18	0.267294117647059	0.260777777777778	0.455058823529412	0.296333333333333	0.3557775	-1.36389132144747
YKR097W	0	139	NA	NA	NA	0.250701092896175	0.3899	0.1791	NA	NA	NA	NA	NA	32	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YKR098C	0	1.22	0.0137	0.02532	0.1400575	0.241025244072524	0.2295	0.0137	27	6	14	0.274615384615385	0.220307692307692	83	0	0	0	0.0252	0.1318	13	5	0.209923076923077	0.2246	0.262769230769231	0.3554	0.1975475	-1.20113575788265
YKR099W	1	10.6	0.5045	0.30848	0.537105	0.621362638717633	0.849	0.1932	17	20	15	0.43025	0.3015625	109	0	2	0.0185185185185185	0.7487	0.3516	14	19	0.3085	0.266105263157895	0.472928571428571	0.354631578947368	0.1672975	-0.242565075415623
YKR100C	1	10.5	0.259	0.172755	0.35069	0.543802816901409	0.5141	0.0601	3	6	11	0.0565	0.144	462	0	5	0.0108459869848156	0.2052	0.1136	10	5	0.207	0.1498	0.2729	0.1712	0.079965	NA
YKR101W	1	1.71	0.0506	0.1280475	0.3203725	0.153229051987768	0.0914	0.0179	16	4	2	0.339866666666667	0.2306	233	0	2	0.00862068965517241	0.2988	0.1357	1	3	0.446	0.261	0.588	0.334	0.2821975	-0.718534267252813
YLL001W	1	134	0.0446	0.3046175	0.512125	0.282869749009247	0.0234	0.0086	8	3	17	0.363	0.245571428571429	168	0	10	0.0598802395209581	0.0083	0.013	16	2	0.2144375	0.1715	0.267625	0.27	0.2424875	-1.12398193735309
YLL002W	0	12.6	0.0145	0.026765	0.122575	0.182188302752294	0.5186	0.0064	8	NA	4	0.112142857142857	0.138571428571429	75	1	0	0	0.4739	NA	3	NA	0.275	NA	0.307	NA	NA	-1.33050847329134
YLL003W	0	6.25	0.0849	0.02417	0.125835	0.212209830866808	0.8259	0.0539	13	NA	21	0.173166666666667	0.16325	61	1	0	0	0.0565	NA	20	NA	0.2005	NA	0.2327	NA	NA	-1.55158539479661
YLL004W	1	0.755	0.0511	0.330755	0.5467675	0.14442775974026	0.0245	0.0909	9	8	2	0.34625	0.300625	76	0	14	0.186666666666667	0.013	0.1434	1	7	0.361	0.344	0.394	0.453142857142857	0.4505675	-1.09344002885954
YLL006W	1	22.2	0.097	0.1152175	0.2581725	0.234934976525822	0.6876	0.0673	45	26	39	0.347954545454545	0.219227272727273	454	0	18	0.0397350993377483	0.0066	0.0127	38	25	0.207763157894737	0.2008	0.303315789473684	0.31344	0.015055	-1.23334397584339
YLL008W	0	49	NA	NA	NA	0.432342553191489	0.8654	0.0653	1	NA	21	NA	NA	112	1	0	0	0.4057	NA	20	NA	0.2427	NA	0.30565	NA	NA	NA
YLL009C	0	68.5	0.3288	0.2694775	0.46219	0.252055072463768	0.2621	0.0603	3	22	NA	0.413	0.2325	119	1	0	0	NA	0.0462	NA	21	NA	0.214285714285714	NA	0.295571428571429	0.039455	NA
YLL010C	1	57.3	NA	NA	NA	0.503379391100703	0.0398	0.0534	1	70	50	NA	NA	348	0	32	0.0922190201729107	0.2239	0.0661	49	69	0.277020408163265	0.245550724637681	0.432081632653061	0.35663768115942	0.097995	NA
YLL011W	0	114	NA	NA	NA	0.38631308793456	0.8138	0.0536	NA	22	20	NA	NA	82	1	0	0	0.0558	0.0288	19	21	0.169052631578947	0.178857142857143	0.212421052631579	0.197714285714286	0.006825	NA
YLL012W	1	72.6	0.0535	0.15131	0.340185	0.155795287958115	0.39	0.0134	10	7	5	0.301888888888889	0.223555555555556	88	0	9	0.103448275862069	0.4654	0.3261	4	6	0.36275	0.3355	0.69825	0.387666666666667	0.400025	-1.14952876348466
YLL013C	1	51.7	3e-04	0.0009175	0.01943	0.468486120591581	0.1192	0.0023	44	38	2	0.262627906976744	0.17946511627907	396	0	3	0.00759493670886076	0.087	4e-04	1	37	0.366	0.164135135135135	0.407	0.232567567567568	0.0012325	-1.35169378040511
YLL014W	1	13.8	0.0039	0.0901225	0.262165	0.0185018518518519	0.0028	0.0023	20	3	11	0.313947368421053	0.253473684210526	143	0	64	0.450704225352113	0.068	0.0026	10	2	0.2724	0.2335	0.3851	0.1875	0.2931075	-0.802652326408116
YLL018C	0	628	0.0531	0.0424575	0.1684425	0.288941292639138	0.4576	0.0522	41	12	10	0.350125	0.233225	135	0	0	0	0.3937	0.5035	9	11	0.239888888888889	0.287636363636364	0.429222222222222	0.571727272727273	0.4052625	-2.5579233174804
YLL018C-A	1	67.8	0.3681	0.300585	0.5272975	0.499476530612245	0.7832	0.1118	15	11	9	0.451571428571429	0.283428571428571	616	0	26	0.0422764227642276	0.8146	0.5319	8	10	0.311125	0.2568	0.4895	0.4075	0.334755	-2.46676253908342
YLL022C	1	56.9	NA	NA	NA	0.506275844155844	0.5868	0.047	1	7	5	NA	NA	57	0	2	0.0357142857142857	0.5292	0.3713	4	6	0.23075	0.186833333333333	0.375	0.237833333333333	0.1142075	NA
YLL023C	1	39.4	0.0097	0.05727	0.1983125	0.0725695340501792	0.2832	0.0041	17	13	43	0.348	0.203	142	0	26	0.184397163120567	0.0012	0.0094	42	12	0.198071428571429	0.215916666666667	0.262357142857143	0.262416666666667	0.0375375	-0.653391778044482
YLL024C	1	9666	0.8493	0.3168875	0.5070275	0.401017057902973	0.9422	0.1175	2	7	22	0.45	0.218	133	0	387	2.93181818181818	0.2142	0.4254	21	6	0.247095238095238	0.188833333333333	0.388857142857143	0.348833333333333	0.14291	NA
YLL025W	1	1.59	0.0969	0.1667775	0.3663775	0.148439516129032	0.1871	0.0096	13	18	3	0.38875	0.258583333333333	237	0	1	0.00423728813559322	0.1612	0.1365	2	17	0.243	0.252411764705882	0.242	0.341705882352941	0.1852025	-1.56067730583933
YLL026W	1	681	0.2314	0.15152	0.3239525	0.309039207048458	0.7262	0.1128	5	2	4	0.18875	0.1865	38	0	12	0.324324324324324	0.351	0.4369	3	1	0.204666666666667	0.125	0.19	0.09	0.24268	-1.53853895650397
YLL027W	0	22.4	0.04	0.0950225	0.23417	0.3893396	0.2293	0.0382	31	NA	8	0.3511	0.2392	107	1	0	0	0.0416	NA	7	NA	0.250857142857143	NA	0.271142857142857	NA	NA	-1.11099109352785
YLL028W	1	49.1	0.0103	0.0650125	0.20938	0.155109044368601	0.0127	0.0654	37	32	35	0.364	0.247944444444444	392	0	64	0.163682864450128	0.0891	0.0054	34	31	0.261411764705882	0.237903225806452	0.405058823529412	0.344354838709677	0.0544575	-0.306818187764509
YLL029W	1	45.7	0.027	0.0444525	0.1499425	0.243834045393858	0.1814	0.0237	24	18	11	0.315260869565217	0.207173913043478	105	0	22	0.211538461538462	0.3309	0.369	10	17	0.2789	0.274	0.4418	0.395529411764706	0.3907625	-2.16997111758104
YLL031C	0	17.2	0.0022	0.0401225	0.15657	0.084801179941003	0.0057	0.0024	21	NA	20	0.2883	0.2172	92	1	0	0	0.0021	NA	19	NA	0.211894736842105	NA	0.258	NA	NA	-1.58663192966584
YLL033W	1	NA	0.267	0.3322425	0.53709	0.151412608695652	0.0778	0.0117	5	14	42	0.50375	0.266	533	0	9	0.0169172932330827	0.1331	0.108	41	13	0.25790243902439	0.268769230769231	0.339536585365854	0.414	0.1899675	-1.41198429460933
YLL034C	1	71	0.3887	0.1955775	0.38252	0.351644205495818	0.6442	0.0334	4	3	17	0.263666666666667	0.252666666666667	150	0	4	0.0268456375838926	0.1553	0.5854	16	2	0.24625	0.2445	0.366125	0.24	0.2998325	NA
YLL035W	0	0.146	0.0191	0.0262375	0.1274625	0.229968670886076	0.3371	0.0169	42	14	5	0.300707317073171	0.227439024390244	137	0	0	0	0.5733	0.5047	4	13	0.4035	0.317384615384615	0.491	0.437461538461538	0.4815125	-0.793295725028337
YLL036C	1	114	0.1023	0.276815	0.4708875	0.249617495029821	0.1612	0.0472	3	14	11	0.242	0.243	59	0	9	0.155172413793103	0.0885	0.1138	10	13	0.2639	0.252615384615385	0.3835	0.340923076923077	0.177115	NA
YLL038C	1	29.7	0.7036	0.2130225	0.38909	0.452125101214575	0.6404	0.2012	2	33	67	0.117	0.136	539	0	5	0.00929368029739777	0.23	0.4296	66	32	0.264181818181818	0.2555625	0.381227272727273	0.4065	0.2369425	NA
YLL039C	1	197	0.0039	0.006125	0.0563125	0.346138320209974	0.2711	0.0044	27	32	35	0.272423076923077	0.178	118	0	78	0.666666666666667	0.0179	0.0072	34	31	0.222411764705882	0.192806451612903	0.300058823529412	0.277451612903226	0.0118075	-1.51793785630342
YLL041C	1	182	0.2313	0.333335	0.55394	0.158271052631579	0.066	0.0417	45	7	64	0.421977272727273	0.274431818181818	367	0	107	0.292349726775956	0.0615	0.1451	63	6	0.237809523809524	0.3305	0.370777777777778	0.461833333333333	0.435565	-0.528052225954392
YLL043W	1	19.2	0.8167	0.71864	0.8419675	0.410366068759342	0.642	0.182	13	10	12	0.478583333333333	0.349416666666667	167	0	22	0.132530120481928	0.5139	0.7035	11	9	0.353909090909091	0.377666666666667	0.488545454545455	0.477444444444444	0.65999	-0.388398154053808
YLL045C	1	3049	0.3553	0.208445	0.3932725	0.336921484375	0.5689	0.0316	4	10	12	0.146333333333333	0.173	76	0	196	2.61333333333333	0.0413	0.3171	11	9	0.217545454545455	0.265555555555556	0.257545454545455	0.400777777777778	0.2574075	NA
YLL050C	1	699	0.5924	0.389505	0.58566	0.220767832167832	0.382	0.1283	3	2	15	0.5125	0.3575	123	0	373	3.05737704918033	0.5614	0.6136	14	1	0.318928571428571	0.361	0.396571428571429	0.394	0.358525	NA
YLL051C	1	2.23	0.1099	0.2482075	0.4623775	0.0812426966292135	0.0342	0.0454	21	8	39	0.43295	0.24505	187	0	1	0.00537634408602151	0.0381	0.0235	38	7	0.242368421052632	0.228142857142857	0.381868421052632	0.379285714285714	0.1990225	-1.1702654936899
YLL055W	0	2.4	NA	NA	NA	0.0520687382297552	0.0477	0.0062	NA	12	3	NA	NA	37	1	0	0	0.0431	0.0084	2	11	0.3165	0.211	0.3505	0.256909090909091	0.0636075	NA
YLL060C	1	2.66	0.0924	0.1513225	0.3612725	0.212275965665236	0.3207	0.1427	21	16	5	0.38755	0.27	221	0	1	0.00454545454545455	0.2918	0.0216	4	15	0.26975	0.2346	0.4255	0.339733333333333	0.05556	-0.769269478251986
YLL061W	1	4.03	0.006	0.188365	0.3879275	0.0636001715265866	0.0049	0.0136	11	2	8	0.3261	0.2351	54	0	4	0.0754716981132075	0.0016	0.0018	7	1	0.218	0.272	0.235857142857143	0.401	0.3600675	-1.85678037545719
YLL062C	1	8.9	0.019	0.0988875	0.24805	0.185647222222222	0.2262	0.0341	5	14	63	0.159	0.1875	530	0	17	0.0321361058601134	0.0221	0.0172	62	13	0.237838709677419	0.218846153846154	0.351016129032258	0.268538461538462	0.0610675	-0.733820000286922
YLL063C	0	1.43	NA	NA	NA	0.23559029535865	0.1678	0.0146	1	14	4	NA	NA	43	0	0	0	0.2265	0.0225	3	13	0.297	0.197384615384615	0.368333333333333	0.276615384615385	0.1023975	NA
YLR002C	1	118	0.2441	0.2084325	0.39831	0.340655203619909	0.4011	0.1298	6	9	2	0.361	0.2334	66	0	7	0.107692307692308	0.433	0.1243	1	8	0.278	0.214875	0.713	0.34475	0.1317225	-1.60625769503782
YLR004C	0	1.26	NA	NA	NA	0.078195793499044	0.0384	0.0258	1	5	10	NA	NA	73	0	0	0	0.0129	0.0097	9	4	0.235666666666667	0.182	0.244777777777778	0.1455	0.1360725	NA
YLR005W	1	33.2	0.2232	0.31895	0.53057	0.248452711496746	0.0274	0.0728	7	27	20	0.489	0.274833333333333	218	0	14	0.0645161290322581	0.2586	0.2773	19	26	0.284315789473684	0.271230769230769	0.431263157894737	0.402	0.4069675	-1.24090723663615
YLR006C	1	16.9	0.0875	0.095615	0.275535	0.455503792134831	0.5857	0.03	20	14	7	0.308842105263158	0.241368421052632	80	0	9	0.113924050632911	0.2366	0.2742	6	13	0.222	0.240461538461538	0.333166666666667	0.363769230769231	0.2498825	-0.569377863860482
YLR007W	0	0.167	NA	NA	NA	0.115222023809524	0.034	0.0238	NA	2	NA	NA	NA	64	1	0	0	NA	0.0543	NA	1	NA	0.342	NA	0.285	0.37919	NA
YLR008C	1	43.5	0.5228	0.490475	0.681395	0.381940476190476	0.3083	0.0586	6	2	17	0.4528	0.3056	271	0	56	0.207407407407407	0.1974	0.3249	16	1	0.2683125	0.361	0.3910625	0.394	0.358525	-1.45021911776957
YLR009W	1	1.87	0.2306	0.1016325	0.2737425	0.384638693467337	0.3877	0.0972	21	7	2	0.3466	0.23765	129	0	44	0.34375	0.4652	0.5537	1	6	0.278	0.299666666666667	0.713	0.546	0.505995	-1.05070057932363
YLR010C	0	1.57	0.033	0.1358975	0.3226325	0.07148625	0.0931	0.0364	11	8	NA	0.3171	0.235	111	1	0	0	NA	0.057	NA	7	NA	0.233	NA	0.362285714285714	0.1929475	-0.571890447823858
YLR011W	1	14.2	0.3902	0.3150825	0.5439125	0.154651308900524	0.1735	0.0847	12	5	3	0.350454545454545	0.291818181818182	295	0	8	0.0272108843537415	0.5438	0.4332	2	4	0.394	0.2955	0.794	0.3055	0.35426	-1.15173850065146
YLR015W	1	14.1	0.291	0.3527075	0.5736425	0.328766732673267	0.1411	0.0353	12	9	8	0.399727272727273	0.273090909090909	173	0	5	0.0290697674418605	0.2701	0.5944	7	8	0.326571428571429	0.366625	0.536428571428571	0.496375	0.6452575	-0.888898057980397
YLR016C	1	14.9	0.017	0.0757825	0.2360275	0.288007843137255	0.1145	0.0124	23	12	4	0.334545454545455	0.222045454545455	100	0	4	0.0404040404040404	0.0346	0.0202	3	11	0.245333333333333	0.246363636363636	0.211333333333333	0.331818181818182	0.1120525	-1.03622963575232
